source_image,original_annotation,proposed_change,reason,confidence_evidence
waterlogging_waterloggingt-123-_jpg.rf.caafec34b2c9f23b90ebaa43223ffb59.jpg,cls=2 xc=0.4443 yc=0.7669 w=0.2539 h=0.1849,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0469, AR=1.37) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-123-_jpg.rf.caafec34b2c9f23b90ebaa43223ffb59.jpg,cls=2 xc=0.7920 yc=0.8333 w=0.3320 h=0.1198,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0398, AR=2.77) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-123-_jpg.rf.caafec34b2c9f23b90ebaa43223ffb59.jpg,cls=2 xc=0.1191 yc=0.7096 w=0.2285 h=0.1276,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0292, AR=1.79) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-124-_jpg.rf.db98b0141ebde1e782c5ae2ba94df6b7.jpg,cls=2 xc=0.5010 yc=0.5938 w=0.9922 h=0.8125,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.8062, AR=1.22) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-125-_jpg.rf.14bd6556d24e30e94d0e5dffeaeb7a37.jpg,cls=2 xc=0.3145 yc=0.4297 w=0.1035 h=0.2708,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.14bd6556d24e30e94d0e5dffeaeb7a37.jpg,cls=2 xc=0.3662 yc=0.1159 w=0.1426 h=0.2318,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.14bd6556d24e30e94d0e5dffeaeb7a37.jpg,cls=2 xc=0.9209 yc=0.4844 w=0.1152 h=0.2083,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.14bd6556d24e30e94d0e5dffeaeb7a37.jpg,cls=2 xc=0.9072 yc=0.1797 w=0.0605 h=0.3594,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.17, w=0.061, h=0.359); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-125-_jpg.rf.14bd6556d24e30e94d0e5dffeaeb7a37.jpg,cls=2 xc=0.6631 yc=0.9206 w=0.1074 h=0.1589,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.558568c9421be9bcd2a50ac467f2cf92.jpg,cls=2 xc=0.3027 yc=0.3750 w=0.2031 h=0.1380,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.558568c9421be9bcd2a50ac467f2cf92.jpg,cls=2 xc=0.5293 yc=0.4440 w=0.1602 h=0.1901,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.558568c9421be9bcd2a50ac467f2cf92.jpg,cls=2 xc=0.8320 yc=0.4622 w=0.3359 h=0.2109,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.558568c9421be9bcd2a50ac467f2cf92.jpg,cls=2 xc=0.6309 yc=0.3893 w=0.0430 h=0.1224,MERGE_OR_EXPAND,Sub-1% puddle box (0.00526); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-125-_jpg.rf.558568c9421be9bcd2a50ac467f2cf92.jpg,cls=2 xc=0.8047 yc=0.8242 w=0.3906 h=0.3516,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-125-_jpg.rf.b3012b4ca4862ee70cffd58bca6652d2.jpg,cls=2 xc=0.3643 yc=0.0534 w=0.1035 h=0.1068,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0111, AR=0.97) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-125-_jpg.rf.b3012b4ca4862ee70cffd58bca6652d2.jpg,cls=2 xc=0.2041 yc=0.4857 w=0.1582 h=0.3151,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0499, AR=0.50) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-125-_jpg.rf.b3012b4ca4862ee70cffd58bca6652d2.jpg,cls=2 xc=0.1885 yc=0.9010 w=0.0996 h=0.1979,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0197, AR=0.50) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-125-_jpg.rf.b3012b4ca4862ee70cffd58bca6652d2.jpg,cls=2 xc=0.8623 yc=0.6966 w=0.1348 h=0.6068,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.22, w=0.135, h=0.607); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-127-_jpg.rf.090d8ef8c8e692676e501a52c18bd473.jpg,cls=2 xc=0.3838 yc=0.2721 w=0.2246 h=0.4714,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-127-_jpg.rf.090d8ef8c8e692676e501a52c18bd473.jpg,cls=2 xc=0.1777 yc=0.3281 w=0.1582 h=0.1693,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-127-_jpg.rf.090d8ef8c8e692676e501a52c18bd473.jpg,cls=2 xc=0.8457 yc=0.2656 w=0.0352 h=0.4844,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.07, w=0.035, h=0.484); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-127-_jpg.rf.090d8ef8c8e692676e501a52c18bd473.jpg,cls=2 xc=0.9482 yc=0.2539 w=0.1035 h=0.5078,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.20, w=0.104, h=0.508); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-127-_jpg.rf.090d8ef8c8e692676e501a52c18bd473.jpg,cls=2 xc=0.4053 yc=0.7539 w=0.2246 h=0.4922,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-127-_jpg.rf.090d8ef8c8e692676e501a52c18bd473.jpg,cls=2 xc=0.2344 yc=0.9193 w=0.0977 h=0.1615,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-127-_jpg.rf.090d8ef8c8e692676e501a52c18bd473.jpg,cls=2 xc=0.2334 yc=0.6146 w=0.0840 h=0.2135,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-127-_jpg.rf.0e8185f58b2e06d71649cff3a82df08c.jpg,cls=2 xc=0.1113 yc=0.1484 w=0.1582 h=0.1693,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0268, AR=0.93) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-127-_jpg.rf.0e8185f58b2e06d71649cff3a82df08c.jpg,cls=2 xc=0.5664 yc=0.1797 w=0.0742 h=0.3594,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.21, w=0.074, h=0.359); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-127-_jpg.rf.5b6ee9589c8ebaa451f0d866f47c0e2a.jpg,cls=2 xc=0.1045 yc=0.4362 w=0.1270 h=0.0859,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0109, AR=1.48) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-127-_jpg.rf.5b6ee9589c8ebaa451f0d866f47c0e2a.jpg,cls=2 xc=0.8193 yc=0.4141 w=0.3613 h=0.1302,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0470, AR=2.77) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-129-_jpg.rf.0f16f623499d48aba8c72b8ebd2ad14e.jpg,cls=2 xc=0.3242 yc=0.1745 w=0.1055 h=0.3490,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0368, AR=0.30) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-129-_jpg.rf.0f16f623499d48aba8c72b8ebd2ad14e.jpg,cls=2 xc=0.9170 yc=0.1523 w=0.1660 h=0.2734,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0454, AR=0.61) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-129-_jpg.rf.0f16f623499d48aba8c72b8ebd2ad14e.jpg,cls=2 xc=0.5967 yc=0.6120 w=0.0723 h=0.3333,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.22, w=0.072, h=0.333); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-129-_jpg.rf.1cdb041261ac454e7418539144ff25fc.jpg,cls=2 xc=0.4404 yc=0.2943 w=0.0566 h=0.5885,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.10, w=0.057, h=0.589); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-129-_jpg.rf.1cdb041261ac454e7418539144ff25fc.jpg,cls=2 xc=0.9648 yc=0.4336 w=0.0664 h=0.3099,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.21, w=0.066, h=0.310); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-129-_jpg.rf.1cdb041261ac454e7418539144ff25fc.jpg,cls=2 xc=0.1191 yc=0.7552 w=0.2070 h=0.3333,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-129-_jpg.rf.1cdb041261ac454e7418539144ff25fc.jpg,cls=2 xc=0.2207 yc=0.9674 w=0.2734 h=0.0651,ADJUST_BOUNDARY,Extremely wide thin strip (AR=4.20); covers narrow gutter/curb line rather than bounded water hazard.,MEDIUM (Edge artifact)
waterlogging_waterloggingt-129-_jpg.rf.1cdb041261ac454e7418539144ff25fc.jpg,cls=2 xc=0.2705 yc=0.7435 w=0.0488 h=0.3099,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.16, w=0.049, h=0.310); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-129-_jpg.rf.ee7df173f24985f313e4e622cb363852.jpg,cls=2 xc=0.3330 yc=0.4193 w=0.3535 h=0.1406,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-129-_jpg.rf.ee7df173f24985f313e4e622cb363852.jpg,cls=2 xc=0.0586 yc=0.4505 w=0.1172 h=0.0625,MERGE_OR_EXPAND,Sub-1% puddle box (0.00732); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-129-_jpg.rf.ee7df173f24985f313e4e622cb363852.jpg,cls=2 xc=0.7832 yc=0.3216 w=0.1504 h=0.1120,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-129-_jpg.rf.ee7df173f24985f313e4e622cb363852.jpg,cls=2 xc=0.9521 yc=0.4635 w=0.0957 h=0.1302,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-129-_jpg.rf.ee7df173f24985f313e4e622cb363852.jpg,cls=2 xc=0.8936 yc=0.7878 w=0.2129 h=0.2161,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-129-_jpg.rf.ee7df173f24985f313e4e622cb363852.jpg,cls=2 xc=0.6445 yc=0.7161 w=0.2695 h=0.0729,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-13-_jpg.rf.5a5d0632ce434c77e61c160471ba9a81.jpg,cls=2 xc=0.3418 yc=0.1380 w=0.1367 h=0.2760,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0377, AR=0.50) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-13-_jpg.rf.5a5d0632ce434c77e61c160471ba9a81.jpg,cls=2 xc=0.7803 yc=0.2396 w=0.3418 h=0.4792,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.1638, AR=0.71) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-13-_jpg.rf.5a5d0632ce434c77e61c160471ba9a81.jpg,cls=2 xc=0.3086 yc=0.7396 w=0.0742 h=0.5208,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.14, w=0.074, h=0.521); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-13-_jpg.rf.5a5d0632ce434c77e61c160471ba9a81.jpg,cls=2 xc=0.2490 yc=0.8529 w=0.0410 h=0.2943,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.14, w=0.041, h=0.294); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-13-_jpg.rf.7e8e5ba053c088ef775de376799ade88.jpg,cls=2 xc=0.3330 yc=0.3320 w=0.1367 h=0.3672,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0502, AR=0.37) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-13-_jpg.rf.7e8e5ba053c088ef775de376799ade88.jpg,cls=2 xc=0.6387 yc=0.3477 w=0.1055 h=0.4609,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.23, w=0.105, h=0.461); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-13-_jpg.rf.7e8e5ba053c088ef775de376799ade88.jpg,cls=2 xc=0.6836 yc=0.0130 w=0.1055 h=0.0260,REMOVE_TINY_BOX,Micro-puddle with area 0.00275 (<0.5% image); downsampling to 640x640 causes spatial collapse and feature loss.,HIGH (Direct M1.9 evidence: 10 micro-puddle False Negatives)
waterlogging_waterloggingt-13-_jpg.rf.ea9f0605d797178c13c7e0f097d25b34.jpg,cls=2 xc=0.2510 yc=0.1940 w=0.1367 h=0.3672,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0502, AR=0.37) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-13-_jpg.rf.ea9f0605d797178c13c7e0f097d25b34.jpg,cls=2 xc=0.7471 yc=0.2500 w=0.1582 h=0.5000,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0791, AR=0.32) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-13-_jpg.rf.ea9f0605d797178c13c7e0f097d25b34.jpg,cls=2 xc=0.6143 yc=0.4375 w=0.0605 h=0.1250,MERGE_OR_EXPAND,Sub-1% puddle box (0.00757); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-13-_jpg.rf.ea9f0605d797178c13c7e0f097d25b34.jpg,cls=2 xc=0.4629 yc=0.7578 w=0.0312 h=0.4844,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.06, w=0.031, h=0.484); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-131-_jpg.rf.3dccd359864294689b2b3712af187782.jpg,cls=2 xc=0.0801 yc=0.2669 w=0.1602 h=0.1536,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0246, AR=1.04) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-131-_jpg.rf.3dccd359864294689b2b3712af187782.jpg,cls=2 xc=0.3867 yc=0.2487 w=0.4258 h=0.0807,ADJUST_BOUNDARY,Extremely wide thin strip (AR=5.27); covers narrow gutter/curb line rather than bounded water hazard.,MEDIUM (Edge artifact)
waterlogging_waterloggingt-131-_jpg.rf.3dccd359864294689b2b3712af187782.jpg,cls=2 xc=0.0186 yc=0.5052 w=0.0371 h=0.0625,REMOVE_TINY_BOX,Micro-puddle with area 0.00232 (<0.5% image); downsampling to 640x640 causes spatial collapse and feature loss.,HIGH (Direct M1.9 evidence: 10 micro-puddle False Negatives)
waterlogging_waterloggingt-14-_jpg.rf.61a44bc7accbf3267e0553ca8d5918c2.jpg,cls=2 xc=0.3486 yc=0.3125 w=0.0781 h=0.2760,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-14-_jpg.rf.61a44bc7accbf3267e0553ca8d5918c2.jpg,cls=2 xc=0.3838 yc=0.0482 w=0.0488 h=0.0964,REMOVE_TINY_BOX,Micro-puddle with area 0.00470 (<0.5% image); downsampling to 640x640 causes spatial collapse and feature loss.,HIGH (Direct M1.9 evidence: 10 micro-puddle False Negatives)
waterlogging_waterloggingt-14-_jpg.rf.61a44bc7accbf3267e0553ca8d5918c2.jpg,cls=2 xc=0.9023 yc=0.2747 w=0.0977 h=0.5495,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.18, w=0.098, h=0.549); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-14-_jpg.rf.61a44bc7accbf3267e0553ca8d5918c2.jpg,cls=2 xc=0.1592 yc=0.8737 w=0.0723 h=0.2526,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-14-_jpg.rf.61a44bc7accbf3267e0553ca8d5918c2.jpg,cls=2 xc=0.1250 yc=0.6120 w=0.0781 h=0.1250,MERGE_OR_EXPAND,Sub-1% puddle box (0.00977); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-14-_jpg.rf.ed32c615be56d69ea5d72b6bb14291fc.jpg,cls=2 xc=0.1689 yc=0.3151 w=0.0781 h=0.2760,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0216, AR=0.28) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-14-_jpg.rf.ed32c615be56d69ea5d72b6bb14291fc.jpg,cls=2 xc=0.2158 yc=0.0495 w=0.0723 h=0.0990,MERGE_OR_EXPAND,Sub-1% puddle box (0.00715); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-14-_jpg.rf.ed32c615be56d69ea5d72b6bb14291fc.jpg,cls=2 xc=0.2598 yc=0.6198 w=0.0820 h=0.2812,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0231, AR=0.29) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-14-_jpg.rf.fc4f85a9cfcb85e9014fe91f7ab045b0.jpg,cls=2 xc=0.1562 yc=0.4023 w=0.2070 h=0.1042,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-14-_jpg.rf.fc4f85a9cfcb85e9014fe91f7ab045b0.jpg,cls=2 xc=0.0166 yc=0.4779 w=0.0332 h=0.0964,REMOVE_TINY_BOX,Micro-puddle with area 0.00320 (<0.5% image); downsampling to 640x640 causes spatial collapse and feature loss.,HIGH (Direct M1.9 evidence: 10 micro-puddle False Negatives)
waterlogging_waterloggingt-14-_jpg.rf.fc4f85a9cfcb85e9014fe91f7ab045b0.jpg,cls=2 xc=0.4443 yc=0.4648 w=0.2520 h=0.0964,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-14-_jpg.rf.fc4f85a9cfcb85e9014fe91f7ab045b0.jpg,cls=2 xc=0.7891 yc=0.5352 w=0.4219 h=0.1849,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-14-_jpg.rf.fc4f85a9cfcb85e9014fe91f7ab045b0.jpg,cls=2 xc=0.7314 yc=0.3516 w=0.3066 h=0.1615,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-14-_jpg.rf.fc4f85a9cfcb85e9014fe91f7ab045b0.jpg,cls=2 xc=0.2500 yc=0.6849 w=0.3398 h=0.1146,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-14-_jpg.rf.fc4f85a9cfcb85e9014fe91f7ab045b0.jpg,cls=2 xc=0.2891 yc=0.8789 w=0.5781 h=0.1797,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-10-_jpg.rf.6907c533b135a400dc53b46585bb1ed4.jpg,cls=2 xc=0.0918 yc=0.5312 w=0.1602 h=0.1172,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0188, AR=1.37) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-10-_jpg.rf.6907c533b135a400dc53b46585bb1ed4.jpg,cls=2 xc=0.6680 yc=0.5247 w=0.6211 h=0.1094,ADJUST_BOUNDARY,Extremely wide thin strip (AR=5.68); covers narrow gutter/curb line rather than bounded water hazard.,MEDIUM (Edge artifact)
waterlogging_waterloggingt-102-_jpg.rf.1a8bd735d4844c6f6494c70d16f69d38.jpg,cls=2 xc=0.5830 yc=0.5794 w=0.2910 h=0.2005,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0584, AR=1.45) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-102-_jpg.rf.1a8bd735d4844c6f6494c70d16f69d38.jpg,cls=2 xc=0.6680 yc=0.3372 w=0.1211 h=0.2005,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0243, AR=0.60) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-102-_jpg.rf.1a8bd735d4844c6f6494c70d16f69d38.jpg,cls=2 xc=0.8643 yc=0.5768 w=0.2715 h=0.2057,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0559, AR=1.32) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-102-_jpg.rf.3301021e42eb5a35c62cf11b8447dc39.jpg,cls=2 xc=0.6797 yc=0.5417 w=0.6406 h=0.2552,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-102-_jpg.rf.3301021e42eb5a35c62cf11b8447dc39.jpg,cls=2 xc=0.4590 yc=0.0664 w=0.1992 h=0.1328,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-102-_jpg.rf.3301021e42eb5a35c62cf11b8447dc39.jpg,cls=2 xc=0.9746 yc=0.2812 w=0.0508 h=0.2396,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.21, w=0.051, h=0.240); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-102-_jpg.rf.3301021e42eb5a35c62cf11b8447dc39.jpg,cls=2 xc=0.6230 yc=0.7565 w=0.2578 h=0.1745,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-102-_jpg.rf.3301021e42eb5a35c62cf11b8447dc39.jpg,cls=2 xc=0.4141 yc=0.7786 w=0.1094 h=0.0677,MERGE_OR_EXPAND,Sub-1% puddle box (0.00741); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-102-_jpg.rf.3301021e42eb5a35c62cf11b8447dc39.jpg,cls=2 xc=0.8643 yc=0.7786 w=0.1406 h=0.0885,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
